agency_cd,site_no,datetime,turbidity,temperature,specific_conductance,pH,dissolved_oxygen
USGS,02204037,2019-03-26,5.5,13.7,85,7.1,9.9
USGS,02204037,2019-03-27,4.4,13.1,84,7.2,10.2
USGS,02204037,2019-03-28,4.5,11.5,85,7.2,10.5
USGS,02204037,2019-03-29,4.6,12.0,85,7.2,10.3
USGS,02204037,2019-03-30,5.4,13.9,85,7.2,9.8
USGS,02204037,2019-03-31,6.2,13.3,86,7.2,9.7
USGS,02204037,2019-04-01,5.2,11.3,85,7.2,10.5
USGS,02204037,2019-04-02,4.9,11.8,85,7.2,10.3
USGS,02204037,2019-04-03,4.7,11.3,85,7.2,10.4
USGS,02204037,2019-04-04,4.8,12.6,85,7.2,10.2
USGS,02204037,2019-04-05,5.2,14.5,86,7.2,9.6
USGS,02204037,2019-04-06,5.0,16.0,86,7.2,9.5
USGS,02204037,2019-04-07,38.7,16.3,44,6.5,8.4
USGS,02204037,2019-04-08,12.0,18.3,62,6.8,8.4
USGS,02204037,2019-04-09,7.1,18.0,73,6.9,8.5
USGS,02204037,2019-04-10,5.7,17.3,83,6.9,8.4
USGS,02204037,2019-04-11,5.4,17.7,86,7.1,8.8
USGS,02204037,2019-04-12,5.3,19.2,87,7.1,8.6
USGS,02204037,2019-04-13,5.2,18.3,88,7.1,8.8
USGS,02204037,2019-04-14,20.2,19.4,88,7.0,8.3
USGS,02204037,2019-04-15,10.4,15.4,77,7.0,9.2
USGS,02204037,2019-04-16,5.6,14.0,82,7.1,9.7
USGS,02204037,2019-04-17,4.7,14.6,85,7.1,9.5
USGS,02204037,2019-04-18,4.7,16.6,86,7.1,9.0
USGS,02204037,2019-04-19,130,16.9,23,5.8,8.2
USGS,02204037,2019-04-20,35.0,14.3,44,6.3,8.7
USGS,02204037,2019-04-21,17.6,13.4,58,6.6,9.2
USGS,02204037,2019-04-22,11.5,14.3,67,6.7,9.1
USGS,02204037,2019-04-23,9.4,16.0,72,6.8,8.9
USGS,02204037,2019-04-24,8.2,17.3,77,6.9,8.7
USGS,02204037,2019-04-25,8.1,17.6,79,6.9,8.7
USGS,02204037,2019-04-26,10.1,17.2,77,6.9,8.7
USGS,02204037,2019-04-27,7.5,15.6,81,6.9,8.8
USGS,02204037,2019-04-28,7.7,15.9,83,6.9,8.8
USGS,02204037,2019-04-29,5.6,17.4,84,6.9,8.6
USGS,02204037,2019-04-30,6.8,18.2,85,6.9,8.5
USGS,02204037,2019-05-01,6.4,18.9,86,7.0,8.4
USGS,02204037,2019-05-02,5.7,19.3,86,7.0,8.3
USGS,02204037,2019-05-03,5.2,19.4,86,6.9,8.2
USGS,02204037,2019-05-04,4.9,20.2,89,6.9,7.6
USGS,02204037,2019-05-05,4.2,20.3,90,6.9,7.6
USGS,02204037,2019-05-06,4.0,18.9,91,6.8,7.9
USGS,02204037,2019-05-07,4.4,18.6,92,6.9,8.0
USGS,02204037,2019-05-08,5.2,19.5,93,6.9,7.8
USGS,02204037,2019-05-09,6.4,20.1,95,6.9,8.5
USGS,02204037,2019-05-10,8.4,20.4,87,6.8,7.9
USGS,02204037,2019-05-25,4.7,22.2,98,7.0,6.5
USGS,02204037,2019-05-26,5.0,22.2,101,7.0,6.3
USGS,02204037,2019-05-27,5.0,22.1,103,6.9,6.2
USGS,02204037,2019-05-28,5.1,22.5,104,6.9,5.9
USGS,02204037,2019-05-29,4.9,21.7,103,6.9,6.0
USGS,02204037,2019-05-30,4.9,22.2,96,7.0,6.4
USGS,02204037,2019-05-31,5.1,22.2,89,7.1,7.1
USGS,02204037,2019-06-01,5.0,20.8,88,7.1,7.4
USGS,02204037,2019-06-02,5.2,20.5,88,7.2,7.5
USGS,02204037,2019-06-03,5.1,20.7,88,7.2,7.5
USGS,02204037,2019-06-04,5.1,20.8,87,7.1,7.4
USGS,02204037,2019-06-05,5.3,21.0,87,7.1,7.5
USGS,02204037,2019-06-06,5.6,21.6,87,7.2,7.6
USGS,02204037,2019-06-07,19.9,21.4,45,6.7,7.5
USGS,02204037,2019-06-08,90.3,21.3,26,6.0,7.4
USGS,02204037,2019-06-09,42.2,21.5,31,6.4,7.9
USGS,02204037,2019-06-10,26.1,22.0,45,6.5,7.8
USGS,02204037,2019-06-11,17.0,22.1,54,6.7,7.8
USGS,02204037,2019-06-12,38.4,21.2,40,6.5,7.9
USGS,02204037,2019-06-13,11.6,20.4,60,6.8,8.1
USGS,02204037,2019-06-14,8.0,19.4,70,7.0,8.2
USGS,02204037,2019-06-15,6.5,18.9,75,7.0,8.2
USGS,02204037,2019-06-16,6.2,20.1,78,7.0,7.9
USGS,02204037,2019-06-17,6.0,21.3,73,7.0,7.7
USGS,02204037,2019-06-18,22.1,23.2,45,6.7,7.3
USGS,02204037,2019-06-19,14.4,23.2,54,6.8,7.6
USGS,02204037,2019-06-20,7.1,23.0,69,7.0,7.6
USGS,02204037,2019-06-21,6.1,22.4,78,7.1,7.6
USGS,02204037,2019-06-22,5.8,22.9,82,7.1,7.6
USGS,02204037,2019-06-23,10.2,22.9,72,7.0,7.6
USGS,02204037,2019-06-24,8.0,22.4,76,7.1,7.6
USGS,02204037,2019-06-25,5.8,22.4,80,7.1,7.5
USGS,02204037,2019-06-26,5.4,22.2,81,7.1,7.6
USGS,02204037,2019-06-27,5.2,22.3,83,7.1,7.7
USGS,02204037,2019-06-28,5.4,22.2,83,7.2,7.6
USGS,02204037,2019-06-29,5.1,22.3,85,7.2,7.6
USGS,02204037,2019-06-30,5.3,22.7,85,7.2,7.6
USGS,02204037,2019-07-01,5.2,22.8,85,7.2,7.4
USGS,02204037,2019-07-02,5.6,23.3,83,7.2,7.3
USGS,02204037,2019-07-03,5.6,23.8,85,7.2,7.3
USGS,02204037,2019-07-04,5.2,23.8,86,7.2,7.3
USGS,02204037,2019-07-05,9.5,24.1,75,7.0,6.8
USGS,02204037,2019-07-06,9.3,24.8,69,7.0,7.2
USGS,02204037,2019-07-07,8.0,24.1,63,7.1,7.2
USGS,02204037,2019-07-08,6.8,24.3,73,7.1,7.2
USGS,02204037,2019-07-09,5.6,24.4,80,7.1,7.2
USGS,02204037,2019-07-10,5.5,24.7,84,7.2,7.2
USGS,02204037,2019-07-11,6.0,24.6,85,7.2,7.1
USGS,02204037,2019-07-12,5.3,24.5,86,7.1,7.0
USGS,02204037,2019-07-13,6.1,24.5,86,7.2,7.0
USGS,02204037,2019-07-14,8.1,24.3,77,7.1,7.1
USGS,02204037,2019-07-15,5.4,23.7,77,7.0,7.1
USGS,02204037,2019-07-16,5.4,23.9,84,7.1,7.2
USGS,02204037,2019-07-17,5.7,24.1,86,7.2,7.2
USGS,02204037,2019-07-18,16.0,24.6,38,6.7,7.3
USGS,02204037,2019-07-19,31.4,24.7,43,6.8,7.4
USGS,02204037,2019-07-20,14.9,24.5,52,6.9,7.4
USGS,02204037,2019-07-21,7.5,24.0,64,7.1,7.4
USGS,02204037,2019-07-22,5.9,23.7,73,7.2,7.3
USGS,02204037,2019-07-23,6.0,23.9,78,7.2,7.3
USGS,02204037,2019-07-24,5.8,22.6,81,7.2,7.5
USGS,02204037,2019-07-25,6.8,21.5,83,7.2,7.7
USGS,02204037,2019-07-26,5.7,21.1,83,7.2,7.7
USGS,02204037,2019-07-27,5.3,21.4,84,7.2,7.7
USGS,02204037,2019-07-28,5.3,21.5,84,7.2,7.6
USGS,02204037,2019-07-29,5.4,22.0,85,7.2,7.5
USGS,02204037,2019-07-30,5.4,22.1,86,7.3,7.4
USGS,02204037,2019-07-31,5.2,22.8,86,7.3,7.4
USGS,02204037,2019-08-01,5.0,22.4,86,7.3,7.4
USGS,02204037,2019-08-02,48.8,22.7,33,6.6,7.5
USGS,02204037,2019-08-03,14.4,23.7,50,6.9,7.6
USGS,02204037,2019-08-04,9.4,23.4,63,7.1,7.6
USGS,02204037,2019-08-05,7.1,23.0,25,6.6,7.6
USGS,02204037,2019-08-06,34.2,23.0,30,6.6,7.6
USGS,02204037,2019-08-07,11.3,23.6,53,7.0,7.5
USGS,02204037,2019-08-08,7.9,23.8,66,7.2,7.4
USGS,02204037,2019-08-09,5.8,23.8,74,7.4,7.3
USGS,02204037,2019-08-10,5.8,24.1,80,7.4,7.3
USGS,02204037,2019-08-11,4.7,24.3,80,7.4,7.2
USGS,02204037,2019-08-12,4.8,24.6,85,7.5,7.2
USGS,02204037,2019-08-13,4.7,24.9,87,7.5,7.1
USGS,02204037,2019-08-14,7.0,25.0,79,7.4,7.0
USGS,02204037,2019-08-15,4.7,24.6,79,7.3,7.0
USGS,02204037,2019-08-16,4.5,23.2,84,7.4,7.2
USGS,02204037,2019-08-17,4.9,23.0,86,7.5,7.3
USGS,02204037,2019-08-18,4.9,23.4,86,7.4,7.2
USGS,02204037,2019-08-20,7.1,23.6,63,7.3,7.2
USGS,02204037,2019-08-21,5.3,23.6,77,7.4,7.2
USGS,02204037,2019-08-22,5.1,23.8,83,7.4,7.2
USGS,02204037,2019-08-23,5.7,23.8,85,7.4,7.2
USGS,02204037,2019-08-24,6.3,23.8,64,7.2,7.1
USGS,02204037,2019-08-25,16.1,23.1,61,7.1,7.1
USGS,02204037,2019-08-26,6.1,22.3,73,7.3,7.5
USGS,02204037,2019-08-27,9.7,22.5,66,7.3,7.6
USGS,02204037,2019-08-28,7.4,22.9,68,7.3,7.4
USGS,02204037,2019-08-29,4.8,21.8,74,7.3,7.5
USGS,02204037,2019-08-30,5.1,20.9,79,7.3,7.6
USGS,02204037,2019-08-31,5.2,20.8,83,7.5,8.4
USGS,02204037,2019-09-01,5.6,21.8,85,7.5,8.2
USGS,02204037,2019-09-02,5.4,21.9,86,7.5,8.0
USGS,02204037,2019-09-03,5.3,22.0,87,7.5,8.0
USGS,02204037,2019-09-04,4.9,22.3,88,7.5,7.9
USGS,02204037,2019-09-05,5.0,22.8,88,7.5,7.8
USGS,02204037,2019-09-06,5.0,22.4,88,7.5,7.7
USGS,02204037,2019-09-07,5.0,21.9,89,7.5,7.8
USGS,02204037,2019-09-08,5.0,22.3,89,7.5,7.8
USGS,02204037,2019-09-09,5.2,22.0,96,7.5,7.8
USGS,02204037,2019-09-10,5.0,23.0,101,7.5,7.6
USGS,02204037,2019-09-11,10.9,23.2,98,7.3,7.3
USGS,02204037,2019-09-12,4.4,22.7,89,7.3,7.4
USGS,02204037,2019-09-13,4.5,22.6,90,7.3,7.5
USGS,02204037,2019-09-14,4.1,23.4,92,7.3,7.2
USGS,02204037,2019-09-15,4.0,22.7,93,7.4,7.4
USGS,02204037,2019-09-16,4.1,22.4,93,7.3,7.4
USGS,02204037,2019-09-17,4.2,22.2,93,7.3,7.3
USGS,02204037,2019-09-18,4.4,23.1,93,7.3,7.2
USGS,02204037,2019-09-19,4.2,21.8,93,7.3,7.5
USGS,02204037,2019-09-20,4.7,20.2,93,7.4,7.9
USGS,02204037,2019-09-21,4.7,19.0,93,7.3,8.0
USGS,02204037,2019-09-22,5.0,19.2,92,7.3,8.0
USGS,02204037,2019-09-23,4.3,19.0,92,7.3,8.1
USGS,02204037,2019-09-24,4.1,20.5,93,7.3,7.7
USGS,02204037,2019-09-25,4.4,20.2,93,7.3,7.8
USGS,02204037,2019-09-26,4.3,20.9,92,7.3,7.6
USGS,02204037,2019-09-27,4.1,21.7,92,7.3,7.5
USGS,02204037,2019-09-28,3.9,22.9,93,7.3,7.4
USGS,02204037,2019-09-29,3.8,23.0,92,7.3,7.3
USGS,02204037,2019-09-30,3.8,22.5,93,7.3,7.4
USGS,02204037,2019-10-01,4.0,22.9,94,7.3,7.3
USGS,02204037,2019-10-02,4.0,22.9,94,7.3,7.3
USGS,02204037,2019-10-03,4.2,23.0,94,7.3,7.2
USGS,02204037,2019-10-04,4.5,22.7,96,7.3,7.3
USGS,02204037,2019-10-05,4.5,22.2,96,7.3,7.4
USGS,02204037,2019-10-06,4.7,20.6,97,7.3,7.8
USGS,02204037,2019-10-07,4.7,20.8,96,7.3,7.8
USGS,02204037,2019-10-08,4.8,20.6,95,7.3,7.8
USGS,02204037,2019-10-09,4.4,20.0,96,7.3,8.1
USGS,02204037,2019-10-10,4.6,19.0,96,7.3,8.3
USGS,02204037,2019-10-11,5.1,17.9,94,7.3,8.5
USGS,02204037,2019-10-12,5.5,17.9,93,7.3,8.6
USGS,02204037,2019-10-13,5.3,18.8,92,7.2,8.2
USGS,02204037,2019-10-14,8.7,17.5,92,7.3,8.6
USGS,02204037,2019-10-15,6.9,18.1,92,7.3,8.5
USGS,02204037,2019-10-16,6.5,17.5,91,7.3,8.4
USGS,02204037,2019-10-17,5.6,15.1,91,7.3,9.1
USGS,02204037,2019-10-18,4.4,13.4,91,7.3,9.5
USGS,02204037,2019-10-19,5.9,14.4,91,7.3,9.6
USGS,02204037,2019-10-20,15.2,14.6,70,7.1,9.6
USGS,02204037,2019-10-21,6.9,15.4,78,7.2,9.1
USGS,02204037,2019-10-22,7.1,16.7,97,7.3,9.0
USGS,02204037,2019-10-23,5.3,14.6,97,7.3,9.4
USGS,02204037,2019-10-24,4.7,12.9,96,7.3,9.8
USGS,02204037,2019-10-25,4.8,15.0,91,7.4,9.4
USGS,02204037,2019-10-26,5.7,16.5,89,7.3,8.8
USGS,02204037,2019-10-27,5.2,17.3,89,7.4,8.7
USGS,02204037,2019-10-28,5.2,15.4,86,7.3,9.1
USGS,02204037,2019-10-29,5.7,15.8,92,7.3,9.0
USGS,02204037,2019-10-30,5.9,17.0,91,7.3,8.7
USGS,02204037,2019-10-31,6.8,16.1,89,7.3,8.9
USGS,02204037,2019-11-01,6.2,12.7,83,7.2,9.5
USGS,02204037,2019-11-02,4.8,10.8,85,7.3,10.2
USGS,02204037,2019-11-03,4.5,9.6,88,7.3,10.6
USGS,02204037,2019-11-04,4.1,9.5,88,7.3,10.7
USGS,02204037,2019-11-05,4.0,11.6,88,7.3,10.1
USGS,02204037,2019-11-06,5.7,11.2,100,7.4,10.2
USGS,02204037,2019-11-07,4.7,14.0,100,7.3,9.7
USGS,02204037,2019-11-08,7.7,12.5,95,7.3,9.6
USGS,02204037,2019-11-09,5.8,10.3,82,7.2,10.3
USGS,02204037,2019-11-10,4.9,8.8,84,7.3,10.8
USGS,02204037,2019-11-11,4.4,9.2,86,7.3,10.8
USGS,02204037,2019-11-12,6.3,8.9,86,7.3,10.8
USGS,02204037,2019-11-13,6.1,7.1,81,7.2,11.4
USGS,02204037,2019-11-14,5.7,6.6,83,7.2,11.6
USGS,02204037,2019-11-15,8.2,7.4,85,7.3,11.5
USGS,02204037,2019-11-16,6.0,9.1,77,7.2,10.9
USGS,02204037,2019-11-17,4.4,10.2,85,7.3,10.5
USGS,02204037,2019-11-18,3.8,11.7,89,7.3,9.8
USGS,02204037,2019-11-19,3.5,10.9,89,7.3,10.1
USGS,02204037,2019-11-20,5.2,9.8,88,7.3,10.4
USGS,02204037,2019-11-21,4.6,9.4,89,7.3,10.6
USGS,02204037,2019-11-22,4.4,10.4,89,7.4,10.3
USGS,02204037,2019-11-23,5.4,12.0,90,7.3,9.8
USGS,02204037,2019-11-24,7.9,10.8,85,7.3,9.9
USGS,02204037,2019-11-26,5.2,1.18,86,7.3,10.5
USGS,02204037,2019-11-27,6.6,10.3,89,7.3,10.3
USGS,02204037,2019-11-28,5.9,11.4,79,7.3,10.0
USGS,02204037,2019-11-29,4.6,11.1,83,7.3,10.2
USGS,02204037,2019-11-30,4.1,11.3,86,7.3,10.0
USGS,02204037,2019-12-01,5.1,12.7,88,7.4,9.4
USGS,02204037,2019-12-02,4.8,9.5,84,7.3,10.2
USGS,02204037,2019-12-03,4.4,8.5,85,7.3,10.8
USGS,02204037,2019-12-04,4.4,7.1,86,7.3,11.2
USGS,02204037,2019-12-05,4.4,7.2,87,7.3,11.1
USGS,02204037,2019-12-06,4.6,8.0,87,7.3,10.9
USGS,02204037,2019-12-07,4.3,9.6,88,7.3,10.5
USGS,02204037,2019-12-08,4.4,10.3,88,7.3,10.4
USGS,02204037,2019-12-09,4.6,10.3,87,7.3,10.2
USGS,02204037,2019-12-10,4.9,10.9,91,7.4,10.0
USGS,02204037,2019-12-11,5.7,9.0,91,7.3,10.5
USGS,02204037,2019-12-12,4.9,7.1,83,7.3,11.4
USGS,02204037,2019-12-13,51.0,6.7,82,6.9,11.3
USGS,02204037,2019-12-15,15.4,8.2,63,7.0,11.0
USGS,02204037,2019-12-16,10.1,9.6,73,7.1,10.6
USGS,02204037,2019-12-17,13.0,11.6,73,7.1,10.0
USGS,02204037,2019-12-18,8.8,7.8,74,7.1,11.1
USGS,02204037,2019-12-19,7.8,6.6,79,7.1,11.7
USGS,02204037,2019-12-20,6.8,5.7,82,7.2,12.0
USGS,02204037,2019-12-21,6.3,7.0,84,7.2,11.6
USGS,02204037,2019-12-22,7.5,8.0,84,7.2,11.3
USGS,02204037,2019-12-23,29.2,8.0,57,6.9,11.3
USGS,02204037,2019-12-24,12.0,10.4,68,7.0,10.4
USGS,02204037,2019-12-25,8.7,10.4,75,7.1,10.4
USGS,02204037,2019-12-26,7.7,9.2,79,7.1,10.8
USGS,02204037,2019-12-27,6.9,10.2,81,7.1,10.5
USGS,02204037,2019-12-28,6.5,11.8,83,7.2,10.0
USGS,02204037,2019-12-29,6.2,13.7,83,7.2,9.6
USGS,02204037,2019-12-30,6.2,13.1,83,7.2,9.5
USGS,02204037,2019-12-31,5.9,10.3,84,7.2,10.3
USGS,02204037,2020-01-01,5.5,8.9,85,7.2,10.8
USGS,02204037,2020-01-02,5.7,9.0,85,7.1,10.8
USGS,02204037,2020-01-03,40.8,10.0,60,6.9,10.6
USGS,02204037,2020-01-04,19.8,11.2,64,6.8,10.2
USGS,02204037,2020-01-05,10.3,8.5,72,6.9,11.0
USGS,02204037,2020-01-06,7.5,7.8,77,7.0,11.2
USGS,02204037,2020-01-07,6.6,9.0,80,7.0,10.8
USGS,02204037,2020-01-08,6.4,8.1,82,7.1,11.2
USGS,02204037,2020-01-09,6.0,7.1,82,7.1,11.6
USGS,02204037,2020-01-10,5.6,9.5,83,7.1,10.9
USGS,02204037,2020-01-11,5.6,11.6,83,7.1,10.2
USGS,02204037,2020-01-12,31.2,13.7,60,6.8,9.8
USGS,02204037,2020-01-15,18.9,14.5,66,6.8,9.6
USGS,02204037,2020-01-16,26.9,15.1,67,6.8,9.4
USGS,02204037,2020-01-17,13.3,11.9,72,6.9,10.2
USGS,02204037,2020-01-18,11.2,10.7,75,6.9,10.6
USGS,02204037,2020-01-19,12.9,9.6,72,6.9,10.6
USGS,02204037,2020-01-20,9.1,6.6,75,6.9,11.6
USGS,02204037,2020-01-21,8.0,6.0,78,6.9,12.0
USGS,02204037,2020-01-22,7.4,5.2,80,7.0,12.3
USGS,02204037,2020-01-23,7.1,6.0,80,7.0,11.9
USGS,02204037,2020-01-24,18.0,7.8,80,7.0,11.3
USGS,02204037,2020-01-25,9.0,8.2,71,6.9,11.1
USGS,02204037,2020-01-26,7.0,7.6,76,6.9,11.4
USGS,02204037,2020-01-27,6.5,8.7,78,7.0,11.0
USGS,02204037,2020-01-28,6.3,7.8,79,7.0,11.3
USGS,02204037,2020-01-29,6.4,8.1,81,7.0,11.2
USGS,02204037,2020-01-30,7.6,7.7,88,7.0,11.3
USGS,02204037,2020-01-31,6.3,8.2,82,7.0,11.2
USGS,02204037,2020-02-01,6.3,8.1,81,7.0,11.2
USGS,02204037,2020-02-02,5.8,7.7,81,7.1,11.3
USGS,02204037,2020-02-03,5.6,8.1,82,7.1,11.2
USGS,02204037,2020-02-04,5.8,10.2,82,7.1,10.5
USGS,02204037,2020-02-05,5.8,12.4,82,7.1,10.0
USGS,02204037,2020-02-10,15.1,9.2,72,6.9,11.0
USGS,02204037,2020-02-11,36.5,10.1,57,6.7,10.7
USGS,02204037,2020-02-12,19.5,13.3,66,6.8,9.9
USGS,02204037,2020-02-13,42.5,13.7,68,6.9,9.7
USGS,02204037,2020-02-14,19.2,10.7,66,6.8,10.6
USGS,02204037,2020-02-15,13.1,8.6,71,6.8,11.2
USGS,02204037,2020-02-16,12.8,9.5,73,6.9,10.9
USGS,02204037,2020-02-17,11.1,10.0,73,6.9,10.7
USGS,02204037,2020-02-18,17.9,11.2,73,6.9,10.4
USGS,02204037,2020-02-19,45.5,12.6,56,6.7,10.0
USGS,02204037,2020-02-20,32.7,9.2,59,6.7,11.0
USGS,02204037,2020-02-21,22.1,9.1,62,6.7,11.1
USGS,02204037,2020-02-22,14.5,7.8,68,6.8,11.5
USGS,02204037,2020-02-23,12.0,8.4,71,6.8,11.2
USGS,02204037,2020-02-24,12.4,9.8,72,6.9,10.7
USGS,02204037,2020-02-25,25.5,9.8,60,6.8,10.7
USGS,02204037,2020-02-26,13.9,10.7,69,6.8,10.3
USGS,02204037,2020-02-27,11.1,8.8,72,6.9,11.1
USGS,02204037,2020-02-28,10.3,7.7,74,6.9,11.4
USGS,02204037,2020-02-29,10.1,8.0,75,6.9,11.4
USGS,02204037,2020-03-01,10.2,8.0,75,7.0,11.4
USGS,02204037,2020-03-02,11.1,10.1,76,7.0,10.7
USGS,02204037,2020-03-03,55.3,11.4,55,6.8,10.3
USGS,02204037,2020-03-04,37.9,13.2,58,6.8,10.0
USGS,02204037,2020-03-05,60.2,11.7,48,6.8,10.3
USGS,02204037,2020-03-06,49.0,2.25,52,6.7,10.2
USGS,02204037,2020-03-10,8.7,12.9,73,7.2,10.1
USGS,02204037,2020-03-11,8.3,13.3,75,7.3,10.0
USGS,02204037,2020-03-12,26.0,14.8,64,7.2,9.6
USGS,02204037,2020-03-13,10.1,15.8,72,7.3,9.5
USGS,02204037,2020-03-14,8.2,15.9,76,7.3,9.5
USGS,02204037,2020-03-15,7.9,15.8,77,7.3,9.6
USGS,02204037,2020-03-16,7.2,14.6,78,7.3,9.7
USGS,02204037,2020-03-17,6.7,14.0,78,7.3,10.0
USGS,02204037,2020-03-18,6.7,14.4,78,7.3,9.8
USGS,02204037,2020-03-19,7.2,16.2,79,7.4,9.4
USGS,02204037,2020-03-20,6.3,17.4,80,7.4,9.2
USGS,02204037,2020-03-21,6.7,18.3,81,7.3,9.0
USGS,02204037,2020-03-22,6.3,15.6,80,7.3,9.3
USGS,02204037,2020-03-23,12.4,13.9,80,7.2,9.7
USGS,02204037,2020-03-24,24.9,14.8,63,7.0,9.5
USGS,02204037,2020-03-25,40.2,16.1,63,7.0,9.1
USGS,02204037,2020-03-26,11.9,15.3,70,7.0,9.5
USGS,02204037,2020-03-27,8.2,16.2,74,7.1,9.2
USGS,02204037,2020-03-28,6.9,18.2,77,7.1,8.9
USGS,02204037,2020-03-29,6.6,19.1,79,7.1,8.7
USGS,02204037,2020-03-30,6.4,17.6,82,7.1,9.0
USGS,02204037,2020-03-31,12.2,15.3,80,7.0,9.0
USGS,02204037,2020-04-01,6.7,13.5,76,7.0,9.7
USGS,02204037,2020-04-02,5.1,12.8,78,7.0,10.0
USGS,02204037,2020-04-03,5.0,13.6,80,7.0,9.8
USGS,02204037,2020-04-04,5.0,15.4,81,7.1,9.4
USGS,02204037,2020-04-05,5.8,15.9,81,7.1,9.3
USGS,02204037,2020-04-06,5.2,16.5,82,7.1,9.2
USGS,02204037,2020-04-07,5.3,17.6,82,7.1,9.0
USGS,02204037,2020-04-08,5.6,17.7,84,7.1,8.9
USGS,02204037,2020-04-09,12.9,18.5,85,7.0,8.6
USGS,02204037,2020-04-10,6.5,14.9,83,7.0,9.2
USGS,02204037,2020-04-11,5.4,13.3,83,7.0,9.7
USGS,02204037,2020-04-12,5.5,13.8,83,6.9,9.6
USGS,02204037,2020-04-13,31.1,15.5,82,6.9,9.1
USGS,02204037,2020-04-14,10.0,16.3,72,6.8,9.2
USGS,02204037,2020-04-15,6.2,14.0,79,6.9,9.5
USGS,02204037,2020-04-16,5.3,13.1,83,6.9,9.9
USGS,02204037,2020-04-17,5.2,13.2,82,6.9,9.8
USGS,02204037,2020-04-18,5.7,14.8,81,7.0,9.4
USGS,02204037,2020-04-19,29.0,12.9,79,6.8,9.9
USGS,02204037,2020-04-20,38.5,13.4,55,6.5,9.7
USGS,02204037,2020-04-21,11.6,14.4,65,6.7,9.5
USGS,02204037,2020-04-22,9.0,14.6,71,6.8,9.5
USGS,02204037,2020-04-23,20.3,14.8,72,6.8,9.4
USGS,02204037,2020-04-24,18.9,1.62,64,6.7,9.0
USGS,02204037,2020-04-28,5.3,15.2,79,7.0,9.4
USGS,02204037,2020-04-29,7.5,16.4,78,7.0,9.1
USGS,02204037,2020-04-30,9.7,15.3,76,6.8,9.2
USGS,02204037,2020-05-01,5.1,14.3,77,6.9,9.5
USGS,02204037,2020-05-02,4.5,15.0,79,7.0,9.4
USGS,02204037,2020-05-03,4.4,16.3,81,7.0,9.0
USGS,02204037,2020-05-04,4.6,17.9,80,7.0,8.5
USGS,02204037,2020-05-05,4.8,19.2,82,7.2,8.4
USGS,02204037,2020-05-06,4.8,16.8,83,7.4,8.8
USGS,02204037,2020-05-07,4.7,15.4,83,7.4,9.2
USGS,02204037,2020-05-08,4.7,14.7,83,7.3,9.4
USGS,02204037,2020-05-09,4.8,13.6,83,7.3,9.7
USGS,02204037,2020-05-10,4.8,12.9,83,7.4,9.9
USGS,02204037,2020-05-11,4.7,13.8,83,7.4,9.7
USGS,02204037,2020-05-12,5.0,13.4,84,7.4,9.8
USGS,02204037,2020-05-13,5.3,14.6,84,7.4,9.6
USGS,02204037,2020-05-14,5.9,16.2,83,7.4,9.3
USGS,02204037,2020-05-15,7.1,17.6,85,7.4,8.9
USGS,02204037,2020-05-16,8.3,17.6,85,7.4,8.9
USGS,02204037,2020-05-17,6.7,18.5,85,7.4,8.7
USGS,02204037,2020-05-18,5.0,19.7,85,7.4,8.4
USGS,02204037,2020-05-19,10.4,19.3,83,7.3,8.4
USGS,02204037,2020-05-20,32.4,17.0,78,7.2,9.0
USGS,02204037,2020-05-21,11.5,16.5,67,7.2,9.2
USGS,02204037,2020-05-22,8.5,17.6,75,7.2,8.9
USGS,02204037,2020-05-23,6.1,19.3,78,7.3,8.6
USGS,02204037,2020-05-24,6.5,20.4,82,7.3,8.4
USGS,02204037,2020-05-25,9.5,21.5,81,7.3,8.2
USGS,02204037,2020-05-26,8.8,20.5,75,7.2,8.3
USGS,02204037,2020-05-27,11.1,20.2,77,7.3,8.5
USGS,02204037,2020-05-28,10.4,20.7,70,7.2,8.4
USGS,02204037,2020-06-01,5.1,1.33,82,7.3,8.4
USGS,02204037,2020-06-02,5.6,20.0,84,7.4,8.6
USGS,02204037,2020-06-03,5.4,20.6,85,7.4,8.4
USGS,02204037,2020-06-04,5.3,21.6,85,7.4,8.3
USGS,02204037,2020-06-05,6.5,22.0,87,7.4,8.2
USGS,02204037,2020-06-06,7.5,21.8,82,7.3,8.2
USGS,02204037,2020-06-07,6.6,21.9,84,7.4,8.2
USGS,02204037,2020-06-08,6.5,22.6,86,7.4,8.1
USGS,02204037,2020-06-09,6.8,22.8,86,7.4,8.1
USGS,02204037,2020-06-10,8.1,22.9,86,7.4,8.0
USGS,02204037,2020-06-11,8.6,1.34,83,7.3,8.0
USGS,02204037,2020-06-18,5.7,18.2,85,7.4,9.0
USGS,02204037,2020-06-19,5.4,19.3,85,7.5,8.8
USGS,02204037,2020-06-20,5.5,20.0,86,7.5,8.7
USGS,02204037,2020-06-21,5.1,20.9,86,7.5,8.5
USGS,02204037,2020-06-22,5.1,21.2,87,7.5,8.4
USGS,02204037,2020-06-23,7.6,22.2,87,7.4,8.4
USGS,02204037,2020-06-24,5.5,22.3,80,7.4,8.3
USGS,02204037,2020-06-25,9.3,22.1,82,7.4,8.4
USGS,02204037,2020-06-26,12.1,22.2,80,7.4,8.4
USGS,02204037,2020-06-27,6.2,21.7,83,7.5,8.4
USGS,02204037,2020-06-28,12.3,22.1,73,7.4,8.3
