agency_cd,site_no,datetime,turbidity,temperature,specific_conductance,pH,dissolved_oxygen
USGS,021989793,2023-11-05,10.8,18.2,15300,7.4,7.8
USGS,021989793,2023-11-06,10.3,17.8,12500,7.3,7.7
USGS,021989793,2023-11-07,10.7,17.7,12600,7.3,7.6
USGS,021989793,2023-11-08,12.2,18.4,13100,7.3,7.4
USGS,021989793,2023-11-09,13.8,18.6,13400,7.3,7.4
USGS,021989793,2023-11-10,15.5,19.4,15200,7.3,7.5
USGS,021989793,2023-11-11,15.7,19.1,17600,7.4,7.4
USGS,021989793,2023-11-12,15.9,17.8,18900,7.4,7.6
USGS,021989793,2023-11-13,17.7,17.2,20500,7.5,7.6
USGS,021989793,2023-11-14,16.7,17.2,20200,7.5,7.8
USGS,021989793,2023-11-15,16.1,16.9,20300,7.5,7.8
USGS,021989793,2023-11-16,15.3,17.1,18200,7.4,8.0
USGS,021989793,2023-11-17,14.0,17.9,18300,7.5,7.9
USGS,021989793,2023-11-18,12.8,18.6,17400,7.4,7.6
USGS,021989793,2023-11-19,12.1,18.8,18400,7.4,7.4
USGS,021989793,2023-11-20,11.8,18.4,17600,7.4,7.1
USGS,021989793,2023-11-21,12.9,18.5,17400,7.3,6.9
USGS,021989793,2023-11-22,16.5,18.8,15600,7.3,7.3
USGS,021989793,2023-11-23,18.3,17.9,15300,7.4,7.4
USGS,021989793,2023-11-24,18.0,17.4,18300,7.4,7.0
USGS,021989793,2023-11-25,16.5,16.9,20000,7.4,7.3
USGS,021989793,2023-11-26,16.0,16.7,21700,7.5,7.5
USGS,021989793,2023-11-27,15.6,15.1,17200,7.4,8.2
USGS,021989793,2023-11-28,16.2,14.4,15800,7.5,8.7
USGS,021989793,2023-11-29,16.2,13.7,15800,7.5,9.0
USGS,021989793,2023-11-30,15.5,13.2,14500,7.5,9.1
USGS,021989793,2023-12-01,13.6,13.8,13700,7.5,9.2
USGS,021989793,2023-12-02,12.7,14.5,13200,7.4,9.1
USGS,021989793,2023-12-03,12.0,15.4,11600,7.4,8.9
USGS,021989793,2023-12-04,11.4,15.8,12800,7.4,8.7
USGS,021989793,2023-12-05,10.5,15.6,15200,7.4,8.6
USGS,021989793,2023-12-06,10.4,14.9,14800,7.5,8.9
USGS,021989793,2023-12-07,8.9,14.3,18400,7.6,8.9
USGS,021989793,2023-12-08,9.7,13.9,14500,7.5,8.8
USGS,021989793,2023-12-09,10.5,14.8,15600,7.5,8.6
USGS,021989793,2023-12-10,13.1,15.6,16200,7.6,8.5
USGS,021989793,2023-12-11,18.3,15.1,14000,7.5,8.7
USGS,021989793,2023-12-12,16.1,14.2,14500,7.5,8.8
USGS,021989793,2023-12-13,15.4,13.6,15400,7.6,9.1
USGS,021989793,2023-12-14,15.1,13.5,16700,7.7,9.5
USGS,021989793,2023-12-15,17.6,12.6,14900,7.6,9.7
USGS,021989793,2023-12-16,15.9,13.1,15900,7.7,9.5
USGS,021989793,2023-12-17,19.5,13.5,15600,7.7,9.5
USGS,021989793,2023-12-18,20.0,13.2,9280,7.5,9.4
USGS,021989793,2023-12-19,18.0,12.8,9090,7.5,9.3
USGS,021989793,2023-12-20,15.0,11.7,8500,7.4,9.3
USGS,021989793,2023-12-21,12.5,10.8,8480,7.4,9.4
USGS,021989793,2023-12-22,12.8,10.5,8080,7.4,9.4
USGS,021989793,2023-12-23,14.5,11.3,8320,7.4,9.4
USGS,021989793,2023-12-24,14.1,11.8,8480,7.4,9.3
USGS,021989793,2023-12-25,15.4,12.6,9480,7.4,9.2
USGS,021989793,2023-12-26,15.8,13.4,8980,7.4,9.0
USGS,021989793,2023-12-27,15.9,14.1,8260,7.3,8.8
USGS,021989793,2023-12-28,15.3,13.7,8280,7.3,8.7
USGS,021989793,2023-12-29,16.7,13.4,7500,7.3,9.3
USGS,021989793,2023-12-30,18.4,12.2,7400,7.4,9.5
USGS,021989793,2023-12-31,18.5,11.7,5340,7.3,9.5
USGS,021989793,2024-01-01,19.3,11.9,4920,7.3,9.5
USGS,021989793,2024-01-02,17.9,12.3,9550,7.5,9.6
USGS,021989793,2024-01-03,16.7,11.5,9220,7.5,9.6
USGS,021989793,2024-01-04,15.9,11.6,11400,7.6,9.8
USGS,021989793,2024-01-05,16.5,11.3,13100,7.6,9.9
USGS,021989793,2024-01-06,10.5,11.1,3990,7.3,9.7
USGS,021989793,2024-01-07,16.0,12.3,12100,7.6,9.8
USGS,021989793,2024-01-08,17.0,11.6,13700,7.7,9.7
USGS,021989793,2024-01-09,22.9,12.6,17500,7.9,9.8
USGS,021989793,2024-01-10,32.1,12.4,9240,7.5,9.7
USGS,021989793,2024-01-11,34.9,11.7,10300,7.6,9.5
USGS,021989793,2024-01-12,12.2,13200,7.7,9.5,7.6
USGS,021989793,2024-01-13,12.2,8760,7.5,9.9,4.9
USGS,021989793,2024-01-14,11.5,8490,7.6,9.9,4.7
USGS,021989793,2024-01-15,12.0,7250,7.5,9.9,4.0
USGS,021989793,2024-01-16,12.0,6680,7.5,9.7,3.6
USGS,021989793,2024-01-17,11.1,4960,7.4,10.0,2.6
USGS,021989793,2024-01-18,9.9,4200,7.3,9.8,2.2
USGS,021989793,2024-01-19,10.2,4640,7.3,9.6,2.5
USGS,021989793,2024-01-20,9.8,5750,7.3,10.0,3.1
USGS,021989793,2024-01-21,8.6,6210,7.4,10.4,3.4
USGS,021989793,2024-01-22,8.1,7830,7.5,10.6,4.3
USGS,021989793,2024-01-23,9.1,7120,7.4,10.5,3.9
USGS,021989793,2024-01-24,10.8,6590,7.3,10.4,3.6
USGS,021989793,2024-01-25,13.1,5830,7.2,10.1,3.1
USGS,021989793,2024-01-26,14.2,6030,7.3,10.0,3.3
USGS,021989793,2024-01-27,15.3,6780,7.2,9.7,3.7
USGS,021989793,2024-01-28,15.2,4420,7.2,9.6,2.3
USGS,021989793,2024-01-29,14.2,5600,7.4,9.7,3.0
USGS,021989793,2024-01-30,13.5,9010,7.5,9.7,5.0
USGS,021989793,2024-01-31,13.4,6180,7.4,9.7,3.4
USGS,021989793,2024-02-01,13.5,8660,7.5,9.7,4.8
USGS,021989793,2024-02-02,13.2,7330,7.4,9.6,4.0
USGS,021989793,2024-02-03,13.4,7940,7.5,9.7,4.4
USGS,021989793,2024-02-04,12.9,9230,7.5,10.0,5.2
USGS,021989793,2024-02-05,12.1,10200,7.6,10.0,5.8
USGS,021989793,2024-02-06,11.4,11000,7.6,9.9,6.2
USGS,021989793,2024-02-07,11.0,10400,7.6,9.9,5.8
USGS,021989793,2024-02-08,11.5,10700,7.6,9.9,6.0
USGS,021989793,2024-02-09,12.2,9080,7.5,9.8,5.1
USGS,021989793,2024-02-10,13.0,7750,7.5,9.6,4.3
USGS,021989793,2024-02-11,13.8,6150,7.4,9.3,3.3
USGS,021989793,2024-02-12,13.8,5150,7.3,8.9,2.8
USGS,021989793,2024-02-13,13.9,4640,7.2,9.1,2.5
USGS,021989793,2024-02-14,13.8,2880,7.2,9.0,1.5
USGS,021989793,2024-02-15,13.8,2650,7.0,9.0,1.4
USGS,021989793,2024-02-16,17.2,13.8,2020,6.9,8.8
USGS,021989793,2024-02-17,17.3,13.9,1500,6.8,8.5
USGS,021989793,2024-02-18,17.8,13.6,3740,6.9,8.3
USGS,021989793,2024-02-19,20.1,12.9,1640,6.7,8.2
USGS,021989793,2024-02-20,21.3,12.7,2430,6.8,8.4
USGS,021989793,2024-02-21,21.3,12.7,3420,6.8,8.8
USGS,021989793,2024-02-22,21.4,13.0,4920,6.9,9.0
USGS,021989793,2024-02-23,21.8,13.4,3860,6.9,9.2
USGS,021989793,2024-02-24,21.9,13.3,3150,6.9,9.3
USGS,021989793,2024-02-25,20.4,13.4,3360,7.0,9.3
USGS,021989793,2024-02-26,19.4,14.0,3210,7.0,9.4
USGS,021989793,2024-02-27,20.3,14.7,2670,7.0,9.4
USGS,021989793,2024-02-28,18.7,15.2,1520,6.9,9.3
USGS,021989793,2024-02-29,18.1,15.2,1360,6.9,9.2
USGS,021989793,2024-03-01,17.6,14.3,1800,6.9,9.2
USGS,021989793,2024-03-02,20.5,14.6,1650,6.8,8.8
USGS,021989793,2024-03-03,17.2,15.0,1220,6.7,8.2
USGS,021989793,2024-03-04,15.6,15.8,2340,6.7,7.8
USGS,021989793,2024-03-05,16.2,15.9,3640,6.8,7.9
USGS,021989793,2024-03-06,16.2,17.2,8190,7.0,8.0
USGS,021989793,2024-03-07,18.1,18.1,10200,7.1,8.0
USGS,021989793,2024-03-08,20.4,18.0,11200,7.2,7.8
USGS,021989793,2024-03-09,25.5,18.3,12200,7.3,7.6
USGS,021989793,2024-03-10,28.2,18.2,7280,7.2,8.1
USGS,021989793,2024-03-11,29.3,17.1,7190,7.2,7.9
USGS,021989793,2024-03-12,25.7,17.4,5750,7.1,7.8
USGS,021989793,2024-03-13,26.3,17.6,5460,7.1,7.5
USGS,021989793,2024-03-14,26.5,17.9,4310,7.0,7.3
USGS,021989793,2024-03-15,22.5,18.3,3560,6.9,7.2
USGS,021989793,2024-03-16,20.6,19.1,2000,6.7,7.2
USGS,021989793,2024-03-17,19.5,19.3,1440,6.6,7.0
USGS,021989793,2024-03-18,18.1,19.2,1280,6.6,7.2
USGS,021989793,2024-03-19,19.0,18.0,2380,6.8,7.9
USGS,021989793,2024-03-20,15.3,17.3,2960,6.8,7.6
USGS,021989793,2024-03-21,18.3,17.4,2470,6.8,7.8
USGS,021989793,2024-03-22,20.0,17.0,3290,6.8,7.8
USGS,021989793,2024-03-23,20.3,18.1,2830,6.7,7.7
USGS,021989793,2024-03-24,20.2,17.9,3910,6.9,7.9
USGS,021989793,2024-03-25,20.8,17.1,3290,6.8,7.9
USGS,021989793,2024-03-26,21.5,17.7,2830,6.8,7.8
USGS,021989793,2024-03-27,19.2,18.3,1950,6.7,7.5
USGS,021989793,2024-03-28,21.3,18.4,2280,6.7,7.3
USGS,021989793,2024-03-29,17.8,18.3,2280,6.7,7.2
USGS,021989793,2024-03-30,15.6,18.0,1690,6.6,7.3
USGS,021989793,2024-03-31,14.6,17.9,992,6.6,7.3
USGS,021989793,2024-04-01,14.9,18.2,742,6.6,7.3
USGS,021989793,2024-04-02,14.7,19.1,1200,6.6,7.3
USGS,021989793,2024-04-03,17.2,19.4,1140,6.7,7.2
USGS,021989793,2024-04-04,22.1,18.6,3290,6.9,7.6
USGS,021989793,2024-04-05,21.4,18.7,7230,7.0,7.4
USGS,021989793,2024-04-06,21.8,18.4,9060,7.0,7.1
USGS,021989793,2024-04-07,22.6,18.9,9360,7.0,6.8
USGS,021989793,2024-04-08,25.2,19.2,8730,7.0,6.9
USGS,021989793,2024-04-09,27.5,20.0,7970,7.1,6.8
USGS,021989793,2024-04-10,29.8,20.5,7660,7.1,6.8
USGS,021989793,2024-04-11,42.7,21.2,7290,7.0,7.2
USGS,021989793,2024-04-12,40.9,20.9,4230,6.9,7.4
USGS,021989793,2024-04-13,27.5,19.9,2350,6.9,7.5
USGS,021989793,2024-04-14,22.3,20.1,2190,6.8,7.1
USGS,021989793,2024-04-15,18.4,20.5,1590,6.7,6.8
USGS,021989793,2024-04-16,15.4,21.0,1370,6.7,6.7
USGS,021989793,2024-04-17,15.5,21.6,1970,6.7,6.6
USGS,021989793,2024-04-18,15.2,22.5,2140,6.7,6.5
USGS,021989793,2024-04-19,16.6,22.9,2770,6.7,6.3
USGS,021989793,2024-04-20,16.5,23.8,6030,6.8,6.2
USGS,021989793,2024-04-21,16.8,23.6,7390,6.8,6.4
USGS,021989793,2024-04-22,18.3,22.5,12000,7.0,6.5
USGS,021989793,2024-04-23,20.1,21.8,12000,7.0,6.6
USGS,021989793,2024-04-24,18.3,21.9,10800,7.1,6.6
USGS,021989793,2024-04-25,20.9,22.5,11400,7.0,6.6
USGS,021989793,2024-04-26,24.2,23.0,12300,7.1,7.1
USGS,021989793,2024-04-27,23.3,23.0,11600,7.0,7.2
USGS,021989793,2024-04-28,21.7,23.2,9920,7.0,7.8
USGS,021989793,2024-04-29,22.7,23.4,8870,7.0,8.0
USGS,021989793,2024-04-30,21.2,23.5,7340,7.0,8.2
USGS,021989793,2024-05-01,18.7,24.6,7600,7.1,8.5
USGS,021989793,2024-05-02,19.4,25.1,9960,7.3,8.8
USGS,021989793,2024-05-03,19.8,25.3,11200,7.2,8.2
USGS,021989793,2024-05-04,24.3,25.4,13200,7.2,7.2
USGS,021989793,2024-05-05,24.2,25.6,15700,7.2,6.8
USGS,021989793,2024-05-06,24.3,26.0,14700,7.2,6.5
USGS,021989793,2024-05-07,28.2,26.5,14300,7.1,6.2
USGS,021989793,2024-05-08,30.3,27.0,13500,7.1,6.0
USGS,021989793,2024-05-09,34.1,26.4,11200,7.1,5.5
USGS,021989793,2024-05-10,45.6,25.5,10500,7.0,5.8
USGS,021989793,2024-05-11,33.0,25.3,9820,7.0,5.9
USGS,021989793,2024-05-12,25.0,25.0,10200,7.0,6.1
USGS,021989793,2024-05-13,25.8,24.8,8700,6.9,6.2
USGS,021989793,2024-05-14,23.8,23.8,9360,6.9,6.4
USGS,021989793,2024-05-15,23.0,24.1,4750,6.8,6.7
USGS,021989793,2024-05-16,23.2,24.8,4160,6.9,7.1
USGS,021989793,2024-05-17,25.4,24.6,5750,6.8,6.6
USGS,021989793,2024-05-18,23.1,24.0,6260,6.8,6.6
USGS,021989793,2024-05-19,23.2,23.6,7950,6.9,6.7
USGS,021989793,2024-05-20,21.1,23.6,11300,7.0,6.6
USGS,021989793,2024-05-21,20.4,24.0,9820,6.9,6.3
USGS,021989793,2024-05-22,19.7,24.8,7740,6.8,6.2
USGS,021989793,2024-05-23,18.4,25.2,6350,6.8,5.9
USGS,021989793,2024-05-24,20.0,25.6,4920,6.7,6.0
USGS,021989793,2024-05-25,28.0,25.9,6560,6.8,5.7
USGS,021989793,2024-05-26,26.2,26.7,8520,6.9,5.9
USGS,021989793,2024-05-27,22.0,26.7,9450,6.9,6.0
USGS,021989793,2024-05-28,21.5,27.4,9590,6.9,6.6
USGS,021989793,2024-05-29,20.6,27.2,10100,7.0,6.9
USGS,021989793,2024-05-30,17.9,27.2,11900,7.1,7.9
USGS,021989793,2024-05-31,17.2,27.0,13000,7.1,7.0
USGS,021989793,2024-06-01,17.7,26.6,14300,7.1,7.0
USGS,021989793,2024-06-02,21.3,26.5,15200,7.1,6.6
USGS,021989793,2024-06-03,20.9,27.0,17300,7.1,6.7
USGS,021989793,2024-06-04,24.1,27.8,17300,7.2,7.2
USGS,021989793,2024-06-05,26.5,27.9,17400,7.1,6.6
USGS,021989793,2024-06-06,26.0,28.5,16100,7.1,6.6
USGS,021989793,2024-06-07,28.5,29.0,15200,7.2,6.7
USGS,021989793,2024-06-08,27.1,29.3,16100,7.1,6.6
USGS,021989793,2024-06-09,21.8,29.5,14800,7.1,6.6
USGS,021989793,2024-06-10,21.6,29.2,13300,7.1,7.0
USGS,021989793,2024-06-11,21.0,28.9,12100,7.1,7.0
USGS,021989793,2024-06-12,19.3,28.7,9560,7.2,8.2
USGS,021989793,2024-06-13,15.3,28.4,8160,7.2,8.2
USGS,021989793,2024-06-14,14.2,29.3,8230,7.9,10.4
USGS,021989793,2024-06-15,13.9,29.7,7040,7.7,9.8
USGS,021989793,2024-06-16,14.6,29.8,10100,7.9,10.0
USGS,021989793,2024-06-17,16.2,29.7,13900,7.9,9.4
USGS,021989793,2024-06-18,15.9,28.7,16100,7.8,8.9
USGS,021989793,2024-06-19,16.9,28.4,15700,7.6,8.8
USGS,021989793,2024-06-20,16.6,28.1,15800,7.4,8.5
USGS,021989793,2024-06-21,17.9,28.1,15500,7.4,8.1
USGS,021989793,2024-06-22,23.0,28.3,15000,7.2,7.2
USGS,021989793,2024-06-23,24.7,29.4,14600,7.3,7.6
USGS,021989793,2024-06-24,27.2,29.2,14900,7.3,7.4
USGS,021989793,2024-06-25,31.0,29.9,16200,7.4,8.2
USGS,021989793,2024-06-26,27.3,30.6,16800,7.4,7.6
USGS,021989793,2024-06-27,24.9,30.4,14000,7.2,7.3
USGS,021989793,2024-06-28,25.6,30.0,14000,7.2,5.6
USGS,021989793,2024-06-29,22.8,30.0,14800,7.2,5.4
USGS,021989793,2024-06-30,23.8,30.3,14600,7.2,5.7
USGS,021989793,2024-07-01,25.8,30.2,14400,7.2,5.7
USGS,021989793,2024-07-02,23.4,29.7,18300,7.3,5.9
USGS,021989793,2024-07-03,26.2,29.2,17400,7.2,5.2
USGS,021989793,2024-07-04,28.6,30.0,15700,7.1,5.6
USGS,021989793,2024-07-05,26.6,30.7,15000,7.1,5.8
USGS,021989793,2024-07-06,27.7,30.9,13300,7.1,6.2
USGS,021989793,2024-07-07,28.9,31.0,12700,7.1,6.3
USGS,021989793,2024-07-08,28.5,31.2,9800,7.0,6.7
USGS,021989793,2024-07-09,28.5,30.7,8690,7.0,6.0
USGS,021989793,2024-07-10,25.2,30.7,7120,7.0,6.5
USGS,021989793,2024-07-11,21.4,30.4,5890,7.0,7.0
USGS,021989793,2024-07-12,20.2,30.2,5310,7.1,7.1
USGS,021989793,2024-07-13,18.4,29.8,4080,7.0,6.8
USGS,021989793,2024-07-14,20.1,29.8,3650,7.1,7.0
USGS,021989793,2024-07-15,18.8,30.0,5550,7.1,6.8
USGS,021989793,2024-07-16,18.7,30.3,9600,7.3,7.3
USGS,021989793,2024-07-17,20.6,30.5,12300,7.3,7.3
USGS,021989793,2024-07-18,21.0,30.1,15200,7.2,7.3
USGS,021989793,2024-07-19,24.9,30.1,14800,7.2,7.0
USGS,021989793,2024-07-20,24.0,30.0,17200,7.2,6.7
USGS,021989793,2024-07-21,26.8,30.1,15700,7.2,5.8
USGS,021989793,2024-07-22,37.6,29.8,14100,7.1,5.5
USGS,021989793,2024-07-23,53.4,30.2,14100,7.0,5.1
USGS,021989793,2024-07-24,42.0,30.6,13600,7.0,5.3
USGS,021989793,2024-07-25,39.7,30.4,11900,7.0,5.1
USGS,021989793,2024-07-26,37.4,30.3,9470,6.9,5.2
USGS,021989793,2024-07-27,31.7,30.1,9350,7.0,5.3
USGS,021989793,2024-07-28,26.5,29.9,11300,7.0,5.6
USGS,021989793,2024-07-29,22.7,29.7,10200,7.0,5.5
USGS,021989793,2024-07-30,22.7,29.6,10400,7.0,5.8
USGS,021989793,2024-07-31,22.4,29.7,10200,7.1,6.3
USGS,021989793,2024-08-01,21.9,30.0,11200,7.1,6.6
USGS,021989793,2024-08-02,25.7,30.2,9320,7.0,6.2
USGS,021989793,2024-08-03,27.8,30.0,10900,7.1,6.7
USGS,021989793,2024-08-04,29.2,29.2,10100,7.1,6.4
USGS,021989793,2024-08-05,34.2,28.7,10200,7.3,6.8
USGS,021989793,2024-08-06,39.2,26.9,6840,7.1,6.5
USGS,021989793,2024-08-07,31.2,26.2,2590,6.8,6.2
USGS,021989793,2024-08-08,23.3,27.3,1580,6.6,6.1
USGS,021989793,2024-08-09,21.3,27.8,1320,6.5,5.4
USGS,021989793,2024-08-10,18.8,28.3,1160,6.3,4.5
USGS,021989793,2024-08-11,16.4,28.8,884,6.2,4.4
USGS,021989793,2024-08-12,16.7,28.6,549,6.2,4.2
USGS,021989793,2024-08-13,15.5,29.3,877,6.3,4.7
USGS,021989793,2024-08-14,15.4,28.5,3020,6.6,5.4
USGS,021989793,2024-08-15,15.0,28.4,4350,6.6,4.8
USGS,021989793,2024-08-16,14.3,28.7,6670,6.7,5.0
USGS,021989793,2024-08-17,17.3,28.8,8110,6.7,4.4
USGS,021989793,2024-08-18,22.1,29.1,9900,6.8,4.4
USGS,021989793,2024-08-19,29.1,29.4,12000,7.0,4.3
USGS,021989793,2024-08-20,33.4,29.8,10900,6.9,4.2
USGS,021989793,2024-08-21,34.2,29.1,12100,7.1,4.5
USGS,021989793,2024-08-22,30.5,28.6,11300,7.0,4.7
USGS,021989793,2024-08-23,27.8,28.0,10800,7.0,4.8
USGS,021989793,2024-08-24,24.3,27.3,10900,7.0,4.9
USGS,021989793,2024-08-25,21.7,27.1,10600,7.0,4.9
USGS,021989793,2024-08-26,19.7,27.4,10600,7.0,5.0
USGS,021989793,2024-08-27,16.1,28.3,10700,7.0,4.9
USGS,021989793,2024-08-28,16.2,29.1,11700,7.0,5.2
USGS,021989793,2024-08-29,18.8,29.5,12300,7.0,5.3
USGS,021989793,2024-08-30,19.4,30.1,13300,7.1,5.8
USGS,021989793,2024-08-31,19.3,30.1,13900,7.2,6.2
USGS,021989793,2024-09-01,21.1,30.3,15200,7.2,6.6
USGS,021989793,2024-09-02,21.6,30.0,13700,7.1,6.2
USGS,021989793,2024-09-03,19.5,29.5,16300,7.2,6.6
USGS,021989793,2024-09-04,20.9,28.7,16300,7.2,6.2
USGS,021989793,2024-09-05,20.2,27.8,15300,7.2,6.0
USGS,021989793,2024-09-06,18.8,27.4,14900,7.2,5.7
USGS,021989793,2024-09-07,20.8,26.6,12200,7.1,5.7
USGS,021989793,2024-09-08,19.5,26.2,12200,7.1,5.4
USGS,021989793,2024-09-09,17.9,25.4,12700,7.1,5.9
USGS,021989793,2024-09-10,14.1,26.2,13500,7.2,6.4
USGS,021989793,2024-09-11,12.6,25.9,15300,7.3,6.5
USGS,021989793,2024-09-12,12.7,25.4,15300,7.2,6.2
USGS,021989793,2024-09-13,12.7,25.9,17300,7.2,6.2
USGS,021989793,2024-09-14,15.4,25.9,19800,7.3,6.1
USGS,021989793,2024-09-15,18.4,25.7,21600,7.3,6.2
USGS,021989793,2024-09-16,23.2,25.3,20100,7.2,6.1
USGS,021989793,2024-09-17,29.5,25.7,21800,7.2,5.8
USGS,021989793,2024-09-18,29.8,25.8,20600,7.2,5.3
USGS,021989793,2024-09-19,30.2,26.4,20300,7.2,5.1
USGS,021989793,2024-09-20,27.7,26.7,20500,7.2,5.1
USGS,021989793,2024-09-21,26.7,26.8,19900,7.2,5.0
USGS,021989793,2024-09-22,22.7,27.0,19200,7.2,5.0
USGS,021989793,2024-09-23,17.1,27.7,17600,7.1,5.2
USGS,021989793,2024-09-24,15.4,27.9,17300,7.2,5.2
USGS,021989793,2024-09-25,14.5,27.5,16400,7.2,5.2
USGS,021989793,2024-09-26,23.0,26.8,15300,7.2,6.2
USGS,021989793,2024-09-27,Eqp,Eqp,17200,Eqp,Eqp
USGS,0219897993,2023-11-05,20.1,19.1,41000,7.8,6.9
USGS,0219897993,2023-11-06,19.5,19.1,40500,7.7,6.9
USGS,0219897993,2023-11-07,23.1,18.8,40200,7.7,7.1
USGS,0219897993,2023-11-09,20.1,18.9,39300,8.1,6.9
USGS,0219897993,2023-11-10,20.5,19.2,39600,8.1,6.8
USGS,0219897993,2023-11-11,23.5,19.3,40100,8.1,6.8
USGS,0219897993,2023-11-12,35.8,19.0,40500,8.1,6.7
USGS,0219897993,2023-11-13,32.0,18.6,41000,8.1,6.8
USGS,0219897993,2023-11-14,51.9,18.2,41000,8.0,7.0
USGS,0219897993,2023-11-15,39.8,17.8,42100,8.1,7.3
USGS,0219897993,2023-11-16,31.3,17.7,41300,8.0,7.3
USGS,0219897993,2023-11-17,21.6,18.0,41200,8.0,7.4
USGS,0219897993,2023-11-18,22.8,18.1,40000,8.0,7.3
USGS,0219897993,2023-11-19,20.9,18.3,41000,8.0,7.3
USGS,0219897993,2023-11-20,32.6,18.2,40400,8.0,7.2
USGS,0219897993,2023-11-21,22.0,18.4,39400,8.0,7.1
USGS,0219897993,2023-11-22,26.1,18.4,36300,7.9,7.1
USGS,0219897993,2023-11-23,20.3,18.2,41500,8.0,7.4
USGS,0219897993,2023-11-24,35.7,18.0,39100,8.0,7.2
USGS,0219897993,2023-11-25,57.4,17.7,39900,8.0,7.1
USGS,0219897993,2023-11-26,64.3,17.4,41400,8.0,7.2
USGS,0219897993,2023-11-27,59.1,16.8,38700,7.9,7.2
USGS,0219897993,2023-11-28,34.0,16.2,38500,7.9,7.5
USGS,0219897993,2023-11-29,51.3,15.5,40300,8.0,7.7
USGS,0219897993,2023-11-30,22.5,15.2,38900,8.0,7.7
USGS,0219897993,2023-12-01,18.5,15.4,38100,8.0,7.9
USGS,0219897993,2023-12-02,24.0,15.0,37300,8.0,7.9
USGS,0219897993,2023-12-03,25.1,15.3,39500,8.0,8.0
USGS,0219897993,2023-12-04,15.7,15.5,38800,8.0,7.9
USGS,0219897993,2023-12-05,15.8,15.6,40900,8.0,7.9
USGS,0219897993,2023-12-06,13.2,15.7,42300,8.1,8.1
USGS,0219897993,2023-12-07,14.1,15.7,43400,8.1,8.0
USGS,0219897993,2023-12-08,16.7,15.4,41200,8.0,7.8
USGS,0219897993,2023-12-09,17.7,15.5,40800,8.0,7.8
USGS,0219897993,2023-12-10,17.6,15.5,40000,8.0,7.7
USGS,0219897993,2023-12-11,24.7,15.5,40100,8.0,7.9
USGS,0219897993,2023-12-12,30.0,15.2,39000,7.9,7.9
USGS,0219897993,2023-12-13,59.0,14.8,39900,7.9,7.9
USGS,0219897993,2023-12-14,51.8,14.4,40900,7.9,8.3
USGS,0219897993,2023-12-15,33.6,14.0,40700,7.9,8.4
USGS,0219897993,2023-12-16,37.5,13.6,42700,7.9,8.5
USGS,0219897993,2023-12-17,30.3,13.6,42300,7.9,8.6
USGS,0219897993,2023-12-18,27.0,13.5,36400,7.9,8.7
USGS,0219897993,2023-12-19,32.6,13.3,38700,7.9,8.7
USGS,0219897993,2023-12-20,22.8,13.0,36700,7.9,8.5
USGS,0219897993,2023-12-21,24.1,12.6,36100,7.9,8.6
USGS,0219897993,2023-12-22,24.1,12.2,36700,7.9,8.6
USGS,0219897993,2023-12-23,24.2,12.0,36700,7.9,8.7
USGS,0219897993,2023-12-24,37.2,12.0,36900,7.9,8.7
USGS,0219897993,2023-12-25,25.2,12.2,37500,7.9,8.9
USGS,0219897993,2023-12-26,19.8,12.5,36800,7.8,8.8
USGS,0219897993,2023-12-27,56.0,13.1,36000,7.8,8.6
USGS,0219897993,2023-12-28,34.9,13.0,33400,7.9,8.5
USGS,0219897993,2023-12-29,49.9,12.9,35400,7.9,8.7
USGS,0219897993,2023-12-30,30.1,12.8,37900,8.0,8.7
USGS,0219897993,2023-12-31,38.1,12.6,38600,8.0,8.6
USGS,0219897993,2024-01-01,18.0,12.8,36900,8.0,8.7
USGS,0219897993,2024-01-02,16.1,12.6,41400,8.0,8.9
USGS,0219897993,2024-01-03,15.5,12.5,40400,8.0,8.7
USGS,0219897993,2024-01-04,18.8,12.4,39700,8.0,8.9
USGS,0219897993,2024-01-05,13.6,12.3,40100,8.0,8.9
USGS,0219897993,2024-01-06,17.5,12.8,38500,8.0,9.1
USGS,0219897993,2024-01-07,22.0,12.2,38900,8.0,9.0
USGS,0219897993,2024-01-08,18.6,12.1,40000,8.0,9.1
USGS,0219897993,2024-01-09,34.9,12.6,39700,8.0,9.0
USGS,0219897993,2024-01-10,18.2,12.4,33900,8.0,9.1
USGS,0219897993,2024-01-11,41.6,12.1,38600,8.0,8.9
USGS,0219897993,2024-01-12,72.0,12.2,37900,8.0,8.7
USGS,0219897993,2024-01-13,85.0,12.2,33900,7.9,8.9
USGS,0219897993,2024-01-14,58.3,12.2,34500,7.9,8.9
USGS,0219897993,2024-01-15,37.9,12.3,32600,7.9,8.9
USGS,0219897993,2024-01-16,30.1,11.9,30400,7.9,9.1
USGS,0219897993,2024-01-17,28.0,11.9,33100,8.0,9.3
USGS,0219897993,2024-01-18,31.7,11.4,32300,8.0,9.0
USGS,0219897993,2024-01-19,24.5,11.2,33800,8.0,9.4
USGS,0219897993,2024-01-20,36.7,11.3,38100,8.0,9.5
USGS,0219897993,2024-01-21,23.7,10.8,35400,8.0,9.4
USGS,0219897993,2024-01-22,19.8,10.2,38500,8.0,9.5
USGS,0219897993,2024-01-23,21.0,9.9,36200,8.0,9.6
USGS,0219897993,2024-01-24,17.1,10.2,36000,8.0,9.4
